epoch,train_loss,val_loss,val_accuracy,learning_rate,timestamp
74,1.173508,1.553259,67.49,0.0007216,2025-12-10T12:44:59.045232
75,1.139431,1.479001,69.59,0.00071435,2025-12-10T12:46:41.215734
76,1.170383,1.424489,69.07,0.00070704,2025-12-10T12:48:23.080534
77,1.15589,1.383552,69.11,0.00069968,2025-12-10T12:50:04.317079
78,1.168293,1.403736,69.45,0.00069227,2025-12-10T12:51:45.632351
79,1.161395,1.341412,70.42,0.00068481,2025-12-10T12:53:27.326777
80,1.164801,1.445303,68.78,0.0006773,2025-12-10T12:55:10.045126
81,1.176675,1.474916,69.07,0.00066975,2025-12-10T12:56:51.974582
82,1.144384,1.39102,69.09,0.00066215,2025-12-10T12:58:34.530364
83,1.171394,1.55239,67.62,0.00065451,2025-12-10T13:00:16.336327
84,1.151685,1.39598,69.49,0.00064683,2025-12-10T13:01:57.927638
85,1.151356,1.333298,70.46,0.00063911,2025-12-10T13:03:38.825491
86,1.159623,1.370334,70.32,0.00063135,2025-12-10T13:05:20.265739
87,1.1397,1.34175,69.89,0.00062356,2025-12-10T13:07:01.585578
88,1.133621,1.341199,70.21,0.00061574,2025-12-10T13:08:42.978702
89,1.140104,1.46018,70.16,0.00060789,2025-12-10T13:10:24.320339
90,1.157499,1.376105,70.44,0.00060001,2025-12-10T13:12:04.798482
91,1.139376,1.389132,70.32,0.00059211,2025-12-10T13:13:46.002938
92,1.136242,1.355889,70.53,0.00058418,2025-12-10T13:15:26.842603
93,1.141767,1.381713,70.27,0.00057623,2025-12-10T13:17:08.567766
94,1.155604,1.342726,70.9,0.00056826,2025-12-10T13:18:50.401021
95,1.117639,1.369237,69.75,0.00056027,2025-12-10T13:20:32.033516
96,1.120923,1.309662,71.68,0.00055226,2025-12-10T13:22:13.193688
97,1.129534,1.353044,70.99,0.00054425,2025-12-10T13:23:55.370344
98,1.124868,1.372373,70.29,0.00053622,2025-12-10T13:25:36.833482
99,1.107696,1.352451,71.17,0.00052818,2025-12-10T13:27:17.196578
100,1.126716,1.328161,72.02,0.00052013,2025-12-10T13:28:58.226002
101,1.12492,1.324447,71.55,0.00051208,2025-12-10T13:30:40.748585
102,1.127767,1.309225,71.65,0.00050403,2025-12-10T13:32:21.803772
103,1.106231,1.34001,71.83,0.00049597,2025-12-10T13:34:02.881977
104,1.117108,1.25036,72.47,0.00048792,2025-12-10T13:35:43.797496
105,1.107697,1.33666,70.87,0.00047987,2025-12-10T13:37:24.892501
106,1.105319,1.274687,70.86,0.00047182,2025-12-10T13:39:06.535681
107,1.093954,1.303772,72.41,0.00046378,2025-12-10T13:40:47.566442
108,1.110125,1.307638,72.44,0.00045575,2025-12-10T13:42:28.875220
109,1.085413,1.289729,72.14,0.00044774,2025-12-10T13:44:10.649893
110,1.109837,1.268316,72.76,0.00043973,2025-12-10T13:45:52.523048
111,1.115009,1.294896,72.52,0.00043174,2025-12-10T13:47:30.671732
112,1.092418,1.281025,72.03,0.00042377,2025-12-10T13:48:55.107009
113,1.095725,1.271708,71.35,0.00041582,2025-12-10T13:50:19.528575
114,1.068482,1.269163,72.87,0.00040789,2025-12-10T13:51:43.505703
115,1.078032,1.224526,73.45,0.00039999,2025-12-10T13:53:07.331575
116,1.098658,1.302057,72.29,0.00039211,2025-12-10T13:54:30.720348
117,1.093061,1.289608,72.92,0.00038426,2025-12-10T13:55:54.171789
118,1.068938,1.278276,72.5,0.00037644,2025-12-10T13:57:17.417408
119,1.065213,1.23626,73.18,0.00036865,2025-12-10T13:58:41.164564
120,1.100603,1.230577,73.62,0.00036089,2025-12-10T14:00:04.542748
121,1.083284,1.259013,73.22,0.00035317,2025-12-10T14:01:28.554138
122,1.073313,1.184877,74.47,0.00034549,2025-12-10T14:02:59.634987
123,1.088588,1.258817,73.22,0.00033785,2025-12-10T14:04:43.523564
124,1.070461,1.219025,73.6,0.00033025,2025-12-10T14:06:27.681942
125,1.058894,1.190951,73.76,0.0003227,2025-12-10T14:08:11.711940
126,1.053064,1.204268,73.72,0.00031519,2025-12-10T14:09:56.045450
127,1.063914,1.203379,74.18,0.00030773,2025-12-10T14:11:39.702949
128,1.043054,1.143532,74.56,0.00030032,2025-12-10T14:13:24.433890
129,1.060999,1.199153,74.16,0.00029296,2025-12-10T14:15:08.846020
130,1.050295,1.19421,74.19,0.00028565,2025-12-10T14:16:52.841942
131,1.065663,1.22959,74.37,0.0002784,2025-12-10T14:18:36.732286
132,1.045218,1.201616,74.18,0.00027121,2025-12-10T14:20:20.461808
133,1.053099,1.190209,74.36,0.00026408,2025-12-10T14:22:04.008361
134,1.040066,1.204658,74.54,0.00025701,2025-12-10T14:23:49.101513
135,1.033526,1.147557,74.74,0.00025,2025-12-10T14:25:34.069420
136,1.044987,1.201072,74.51,0.00024306,2025-12-10T14:27:18.232374
137,1.032676,1.198181,74.29,0.00023618,2025-12-10T14:29:01.800068
138,1.066566,1.153863,75.52,0.00022937,2025-12-10T14:30:45.323501
139,1.045801,1.170615,74.78,0.00022263,2025-12-10T14:32:29.120898
140,1.020005,1.102241,75.71,0.00021597,2025-12-10T14:34:13.113786
141,1.036135,1.160891,75.61,0.00020938,2025-12-10T14:35:57.601461
142,1.028836,1.154533,75.7,0.00020286,2025-12-10T14:37:41.021888
143,1.038769,1.146961,75.56,0.00019642,2025-12-10T14:39:25.029494
144,1.026746,1.158427,75.33,0.00019006,2025-12-10T14:41:08.929542
145,1.033971,1.139877,75.43,0.00018378,2025-12-10T14:42:52.897150
146,1.007329,1.147867,75.19,0.00017758,2025-12-10T14:44:35.636109
147,1.015796,1.103775,75.77,0.00017146,2025-12-10T14:46:19.502907
148,1.028622,1.17036,75.67,0.00016543,2025-12-10T14:48:03.133724
149,1.024394,1.153034,75.6,0.00015949,2025-12-10T14:49:46.454831
150,0.988801,1.089155,75.9,0.00015364,2025-12-10T14:51:29.533450
151,1.023437,1.155267,76.13,0.00014787,2025-12-10T14:53:04.309497
152,1.031182,1.135401,76.07,0.0001422,2025-12-10T14:54:30.238394
153,1.015778,1.103005,76.35,0.00013662,2025-12-10T14:55:54.854040
154,0.991933,1.114462,76.09,0.00013113,2025-12-10T14:57:18.186542
155,0.998463,1.151341,75.56,0.00012574,2025-12-10T14:58:41.828330
156,0.99175,1.136816,76.22,0.00012045,2025-12-10T15:00:05.365306
157,0.995893,1.112066,76.26,0.00011526,2025-12-10T15:01:37.924944
158,0.979517,1.07491,76.74,0.00011016,2025-12-10T15:03:19.332707
159,1.003727,1.112191,76.38,0.00010517,2025-12-10T15:05:01.115400
160,0.984231,1.080049,76.88,0.00010028,2025-12-10T15:06:42.706033
161,0.993636,1.106925,76.72,9.549e-05,2025-12-10T15:08:24.969053
162,0.981954,1.0962,76.76,9.081e-05,2025-12-10T15:10:06.099000
163,1.004604,1.066903,76.71,8.623e-05,2025-12-10T15:11:47.614804
164,0.995049,1.103115,76.69,8.176e-05,2025-12-10T15:13:28.340035
165,0.983259,1.104089,76.45,7.74e-05,2025-12-10T15:15:09.195092
166,0.987198,1.065514,77.13,7.315e-05,2025-12-10T15:16:50.371845
167,0.992262,1.087652,77.41,6.902e-05,2025-12-10T15:18:32.224544
168,0.997942,1.081869,76.88,6.499e-05,2025-12-10T15:20:13.778376
169,0.9798,1.050883,77.12,6.107e-05,2025-12-10T15:21:54.826877
170,0.98392,1.069742,77.17,5.727e-05,2025-12-10T15:23:36.430170
171,0.976524,1.082836,77.26,5.359e-05,2025-12-10T15:25:18.601297
172,0.98702,1.120298,76.75,5.002e-05,2025-12-10T15:26:59.615825
173,0.960264,1.040157,77.53,4.656e-05,2025-12-10T15:28:40.618324
174,0.982349,1.056241,77.41,4.323e-05,2025-12-10T15:30:22.358915
175,0.96241,1.073339,77.33,4.001e-05,2025-12-10T15:32:03.203160
176,0.975518,1.065684,77.3,3.691e-05,2025-12-10T15:33:43.982337
177,0.98595,1.07196,77.29,3.394e-05,2025-12-10T15:35:25.332517
178,0.965734,1.050166,77.59,3.108e-05,2025-12-10T15:37:05.898480
179,0.985063,1.064943,77.59,2.834e-05,2025-12-10T15:38:46.983148
180,0.970895,1.021476,77.93,2.573e-05,2025-12-10T15:40:27.887557
181,0.974571,1.068643,77.53,2.324e-05,2025-12-10T15:42:09.860200
182,0.957895,1.092444,77.6,2.088e-05,2025-12-10T15:43:50.625333
183,0.9892,1.057024,77.6,1.864e-05,2025-12-10T15:45:31.625586
184,0.979287,1.055203,77.61,1.652e-05,2025-12-10T15:47:12.275345
185,0.941075,1.032409,77.81,1.453e-05,2025-12-10T15:48:53.589073
186,0.959803,1.045749,77.66,1.266e-05,2025-12-10T15:50:34.234568
187,0.973421,1.057311,77.42,1.093e-05,2025-12-10T15:52:15.034532
188,0.958549,1.058379,77.75,9.31e-06,2025-12-10T15:53:56.255692
189,0.958037,1.048396,77.6,7.83e-06,2025-12-10T15:55:37.378477
190,0.946443,1.033424,77.79,6.47e-06,2025-12-10T15:57:18.567110
191,0.948475,1.050012,77.9,5.25e-06,2025-12-10T15:58:59.942652
192,0.939231,1.037636,77.85,4.15e-06,2025-12-10T16:00:40.858128
193,0.965474,1.061108,77.61,3.18e-06,2025-12-10T16:02:21.826462
194,0.975127,1.094062,77.6,2.33e-06,2025-12-10T16:04:02.653896
195,0.971169,1.019287,77.9,1.62e-06,2025-12-10T16:05:43.212385
196,0.965432,1.062894,77.7,1.04e-06,2025-12-10T16:07:23.827418
197,0.944616,1.01626,77.86,5.8e-07,2025-12-10T16:09:04.305950
198,0.967435,1.037277,77.71,2.6e-07,2025-12-10T16:10:44.560209
199,0.959581,1.04995,77.54,6e-08,2025-12-10T16:12:25.634519
200,0.942049,1.075579,77.64,0.0,2025-12-10T16:14:09.236373
