epoch,train_loss,val_loss,val_accuracy,learning_rate,timestamp
128,1.128989,1.269133,71.72,0.00030032,2025-12-08T16:38:41.818512
129,1.211246,1.277383,72.56,0.00029296,2025-12-08T16:39:55.896102
130,1.135817,1.291322,72.42,0.00028565,2025-12-08T16:41:10.458206
131,1.157883,1.223972,72.16,0.0002784,2025-12-08T16:42:34.499604
132,1.167281,1.229269,72.1,0.00027121,2025-12-08T16:43:48.465715
133,1.158681,1.202637,72.71,0.00026408,2025-12-08T16:45:03.093613
134,1.096386,1.258863,72.56,0.00025701,2025-12-08T16:46:17.259133
135,1.084608,1.218401,72.41,0.00025,2025-12-08T16:47:31.486510
136,1.121637,1.235544,72.75,0.00024306,2025-12-08T16:48:45.690680
137,1.123079,1.224827,72.77,0.00023618,2025-12-08T16:50:00.457108
138,1.137056,1.217268,72.72,0.00022937,2025-12-08T16:51:14.906498
139,1.120005,1.225341,73.13,0.00022263,2025-12-08T16:52:29.238229
140,1.113735,1.195382,73.36,0.00021597,2025-12-08T16:53:43.923270
141,1.176996,1.178245,73.8,0.00020938,2025-12-08T16:55:10.099782
142,1.112689,1.200973,73.45,0.00020286,2025-12-08T16:56:45.269211
143,1.123826,1.233481,73.33,0.00019642,2025-12-08T16:58:20.315095
144,1.137658,1.212195,73.81,0.00019006,2025-12-08T16:59:55.134973
145,1.171156,1.221408,73.33,0.00018378,2025-12-08T17:01:29.559282
146,1.169249,1.185183,73.22,0.00017758,2025-12-08T17:03:04.814225
147,1.183832,1.204139,73.66,0.00017146,2025-12-08T17:04:39.569088
148,1.119063,1.167813,73.54,0.00016543,2025-12-08T17:06:05.427311
149,1.143898,1.17828,73.85,0.00015949,2025-12-08T17:07:19.143495
150,1.049444,1.180954,73.69,0.00015364,2025-12-08T17:08:34.257084
151,1.072608,1.232605,73.57,0.00014787,2025-12-08T17:09:48.884957
152,1.086472,1.173961,74.16,0.0001422,2025-12-08T17:11:02.814900
153,1.059479,1.199336,73.32,0.00013662,2025-12-08T17:12:20.758091
154,1.067513,1.188092,74.33,0.00013113,2025-12-08T17:13:59.600689
155,1.056321,1.138232,74.07,0.00012574,2025-12-08T17:15:37.764241
156,1.060531,1.145973,74.8,0.00012045,2025-12-08T17:17:16.424579
157,1.062038,1.164284,74.4,0.00011526,2025-12-08T17:18:55.688671
158,1.113804,1.153647,74.58,0.00011016,2025-12-08T17:20:33.959477
159,1.091425,1.168303,73.88,0.00010517,2025-12-08T17:22:07.189106
160,1.072831,1.167146,74.46,0.00010028,2025-12-08T17:23:38.451448
