epoch,train_loss,val_loss,val_accuracy,learning_rate,timestamp
145,2.331655,0.914243,80.51,0.00018378,2025-12-10T04:32:10.786186
146,2.361286,0.885305,81.48,0.00017758,2025-12-10T04:36:52.574556
147,2.355179,0.851166,81.2,0.00017146,2025-12-10T04:41:34.796274
148,2.351136,0.851623,81.43,0.00016543,2025-12-10T04:46:15.909303
149,2.353129,0.890328,81.24,0.00015949,2025-12-10T04:50:55.833091
150,2.313479,0.880255,81.87,0.00015364,2025-12-10T04:55:36.028287
151,2.325276,0.874347,81.94,0.00014787,2025-12-10T05:00:19.889251
152,2.32552,0.827782,82.12,0.0001422,2025-12-10T05:05:02.310256
153,2.318115,0.855921,82.0,0.00013662,2025-12-10T05:09:44.504740
154,2.274594,0.919373,81.75,0.00013113,2025-12-10T05:14:26.539983
155,2.311461,0.841974,82.47,0.00012574,2025-12-10T05:19:08.499479
156,2.269189,0.783532,82.31,0.00012045,2025-12-10T05:23:50.563364
157,2.301266,0.882794,82.27,0.00011526,2025-12-10T05:28:32.412968
158,2.2744,0.829942,82.18,0.00011016,2025-12-10T05:33:14.121720
159,2.24228,0.780756,82.56,0.00010517,2025-12-10T05:37:55.114786
160,2.247688,0.834466,82.61,0.00010028,2025-12-10T05:42:37.137032
161,2.294144,0.804279,82.8,9.549e-05,2025-12-10T05:47:20.204683
162,2.241658,0.813729,82.41,9.081e-05,2025-12-10T05:52:03.079162
163,2.221847,0.785599,82.87,8.623e-05,2025-12-10T05:56:45.743923
164,2.203026,0.784451,83.16,8.176e-05,2025-12-10T06:01:28.077036
165,2.179372,0.839378,82.56,7.74e-05,2025-12-10T06:06:10.388650
166,2.209663,0.80124,83.12,7.315e-05,2025-12-10T06:10:52.056638
167,2.212598,0.835017,82.86,6.902e-05,2025-12-10T06:15:33.338946
168,2.228694,0.793019,83.38,6.499e-05,2025-12-10T06:20:16.293624
169,2.184406,0.806211,83.49,6.107e-05,2025-12-10T06:25:03.791002
170,2.204162,0.813334,83.29,5.727e-05,2025-12-10T06:29:52.558220
171,2.212396,0.819654,83.17,5.359e-05,2025-12-10T06:34:41.832441
172,2.239451,0.78801,83.6,5.002e-05,2025-12-10T06:39:30.582272
173,2.194613,0.777936,83.83,4.656e-05,2025-12-10T06:44:24.156858
174,2.143153,0.79908,83.8,4.323e-05,2025-12-10T06:49:16.092837
175,2.196149,0.768525,83.84,4.001e-05,2025-12-10T06:54:08.045087
176,2.17673,0.811138,83.25,3.691e-05,2025-12-10T06:59:00.672491
177,2.16367,0.765724,83.92,3.394e-05,2025-12-10T07:03:56.214720
178,2.125255,0.807735,83.84,3.108e-05,2025-12-10T07:08:49.740685
179,2.168242,0.793115,83.86,2.834e-05,2025-12-10T07:13:35.971081
180,2.167749,0.755374,83.86,2.573e-05,2025-12-10T07:18:17.907992
181,2.122545,0.75161,83.87,2.324e-05,2025-12-10T07:23:01.174890
182,2.12091,0.770874,83.86,2.088e-05,2025-12-10T07:27:42.576918
183,2.122844,0.765004,84.0,1.864e-05,2025-12-10T07:32:24.343679
184,2.13058,0.745546,84.18,1.652e-05,2025-12-10T07:37:06.335484
185,2.141305,0.747898,84.27,1.453e-05,2025-12-10T07:42:08.432393
186,2.127459,0.717868,84.22,1.266e-05,2025-12-10T07:47:42.839588
187,2.149141,0.766031,83.96,1.093e-05,2025-12-10T07:53:17.036235
188,2.127028,0.78128,84.28,9.31e-06,2025-12-10T07:58:51.469625
189,2.168573,0.76025,84.34,7.83e-06,2025-12-10T08:04:24.889601
190,2.167807,0.747572,84.37,6.47e-06,2025-12-10T08:10:00.489446
191,2.133864,0.745976,84.13,5.25e-06,2025-12-10T08:15:36.409262
192,2.101273,0.72765,84.34,4.15e-06,2025-12-10T08:21:09.059284
193,2.131735,0.738368,84.0,3.18e-06,2025-12-10T08:26:42.274749
194,2.143327,0.730204,84.17,2.33e-06,2025-12-10T08:32:16.347080
195,2.091906,0.750008,84.16,1.62e-06,2025-12-10T08:37:51.317538
196,2.099354,0.741667,84.39,1.04e-06,2025-12-10T08:43:24.689533
197,2.095153,0.784783,84.0,5.8e-07,2025-12-10T08:48:59.621878
198,2.138054,0.750727,84.21,2.6e-07,2025-12-10T08:54:32.344990
199,2.126538,0.748556,84.18,6e-08,2025-12-10T09:00:07.559321
200,2.127646,0.734948,84.31,0.0,2025-12-10T09:05:41.107280
