epoch,train_loss,val_loss,val_accuracy,learning_rate,timestamp
124,1.053489,1.182106,71.75,0.00033025,2025-12-08T00:08:40.873960
125,1.004369,1.145459,72.34,0.0003227,2025-12-08T00:10:09.017073
126,1.018949,1.14636,72.56,0.00031519,2025-12-08T00:11:37.362758
127,1.076165,1.185374,72.55,0.00030773,2025-12-08T00:13:25.804682
128,0.988263,1.172522,72.28,0.00030032,2025-12-08T00:15:13.899548
129,0.999721,1.136695,72.69,0.00029296,2025-12-08T00:16:59.118265
130,1.033655,1.126859,72.37,0.00028565,2025-12-08T00:18:45.180237
131,1.019696,1.176872,71.47,0.0002784,2025-12-08T00:20:25.229125
132,1.019417,1.147491,72.54,0.00027121,2025-12-08T00:22:00.283028
133,0.995963,1.115077,73.17,0.00026408,2025-12-08T00:23:35.641584
134,1.015089,1.1425,72.54,0.00025701,2025-12-08T00:25:11.179357
135,1.029288,1.078878,73.24,0.00025,2025-12-08T00:26:39.829017
136,1.007801,1.118959,72.88,0.00024306,2025-12-08T00:28:09.278526
137,1.003964,1.117849,73.23,0.00023618,2025-12-08T00:29:41.100344
138,0.985893,1.11885,73.64,0.00022937,2025-12-08T00:31:12.999566
139,1.023811,1.13618,72.91,0.00022263,2025-12-08T00:32:44.853065
140,1.01046,1.159768,73.23,0.00021597,2025-12-08T00:34:16.426188
141,1.018965,1.100871,73.22,0.00020938,2025-12-08T00:35:48.065871
142,1.008959,1.104299,72.99,0.00020286,2025-12-08T00:37:20.036282
143,1.012739,1.132802,73.19,0.00019642,2025-12-08T00:38:51.270527
144,1.035361,1.097852,73.86,0.00019006,2025-12-08T00:40:22.480979
145,0.985996,1.114153,73.6,0.00018378,2025-12-08T00:41:54.340409
146,1.007888,1.101707,73.74,0.00017758,2025-12-08T00:43:26.113427
147,0.936305,1.145362,73.48,0.00017146,2025-12-08T00:44:57.321691
148,0.987405,1.097126,73.59,0.00016543,2025-12-08T00:46:28.439286
149,0.944714,1.138744,73.0,0.00015949,2025-12-08T00:48:00.213233
150,0.961301,1.079139,74.17,0.00015364,2025-12-08T00:49:29.572234
151,0.980206,1.112459,73.64,0.00014787,2025-12-08T00:50:59.542007
152,0.961494,1.083449,74.06,0.0001422,2025-12-08T00:52:28.484462
153,0.937951,1.098679,73.87,0.00013662,2025-12-08T00:53:56.789459
154,0.957944,1.099049,74.19,0.00013113,2025-12-08T00:55:25.731855
155,0.962731,1.045914,74.71,0.00012574,2025-12-08T00:56:54.741071
156,0.93756,1.099388,74.08,0.00012045,2025-12-08T00:58:23.331750
157,0.96686,1.094755,74.31,0.00011526,2025-12-08T00:59:52.245006
158,0.933111,1.0618,74.28,0.00011016,2025-12-08T01:01:20.841034
159,0.966262,1.079816,74.53,0.00010517,2025-12-08T01:02:49.737379
160,0.95343,1.102458,74.4,0.00010028,2025-12-08T01:04:19.296966
161,0.96137,1.058471,74.45,9.549e-05,2025-12-08T01:05:48.705464
162,0.910584,1.063486,74.85,9.081e-05,2025-12-08T01:07:17.467347
163,0.917864,1.058584,74.86,8.623e-05,2025-12-08T01:08:46.788420
164,0.933131,1.10732,74.12,8.176e-05,2025-12-08T01:10:16.179202
165,0.905585,1.039015,75.49,7.74e-05,2025-12-08T01:11:44.421403
166,0.912691,1.051073,74.71,7.315e-05,2025-12-08T01:13:14.185187
167,0.918554,1.053003,74.63,6.902e-05,2025-12-08T01:14:43.373039
168,0.927373,1.041998,75.14,6.499e-05,2025-12-08T01:16:12.139944
169,0.89603,1.047801,75.21,6.107e-05,2025-12-08T01:17:41.222791
170,0.935425,1.061032,75.04,5.727e-05,2025-12-08T01:19:10.167096
171,0.91506,1.073604,74.95,5.359e-05,2025-12-08T01:20:39.421755
172,0.906799,0.992998,75.52,5.002e-05,2025-12-08T01:22:08.015191
173,0.891031,1.042138,75.24,4.656e-05,2025-12-08T01:23:37.097752
174,0.939549,1.062541,75.17,4.323e-05,2025-12-08T01:25:05.786621
175,0.938455,1.061298,75.26,4.001e-05,2025-12-08T01:26:34.713496
176,0.87237,1.035074,75.42,3.691e-05,2025-12-08T01:28:03.304751
177,0.932408,1.08027,75.16,3.394e-05,2025-12-08T01:29:32.208245
178,0.928449,1.071925,75.59,3.108e-05,2025-12-08T01:31:00.933951
179,0.918452,1.062789,75.29,2.834e-05,2025-12-08T01:32:30.358266
180,0.961239,1.042901,75.29,2.573e-05,2025-12-08T01:33:59.559317
181,0.89805,1.058424,75.28,2.324e-05,2025-12-08T01:35:29.365046
182,0.90257,1.035734,75.65,2.088e-05,2025-12-08T01:36:58.504718
183,0.889414,1.023292,75.72,1.864e-05,2025-12-08T01:38:27.419254
184,0.906985,1.025142,75.62,1.652e-05,2025-12-08T01:39:56.852379
185,0.930844,1.033063,75.74,1.453e-05,2025-12-08T01:41:25.647602
186,0.92559,1.038523,75.5,1.266e-05,2025-12-08T01:42:54.408397
187,0.909567,1.038953,75.71,1.093e-05,2025-12-08T01:44:23.322711
188,0.953669,1.015578,75.66,9.31e-06,2025-12-08T01:45:52.206320
189,0.917942,1.052871,75.13,7.83e-06,2025-12-08T01:47:20.441852
190,0.896686,1.003901,75.87,6.47e-06,2025-12-08T01:48:49.846156
191,0.876991,1.061588,75.25,5.25e-06,2025-12-08T01:50:19.634430
192,0.885326,1.003685,75.79,4.15e-06,2025-12-08T01:51:48.829675
193,0.886923,1.011862,75.74,3.18e-06,2025-12-08T01:53:18.040934
194,0.891399,1.036118,75.46,2.33e-06,2025-12-08T01:54:47.127561
195,0.905056,1.055675,75.26,1.62e-06,2025-12-08T01:56:15.799244
196,0.893843,1.024449,75.49,1.04e-06,2025-12-08T01:57:38.104743
197,0.889233,1.043577,75.36,5.8e-07,2025-12-08T01:59:19.266443
198,0.957872,1.029864,75.77,2.6e-07,2025-12-08T02:01:41.991915
199,0.922018,1.049367,75.65,6e-08,2025-12-08T02:04:03.677274
200,0.872454,1.018033,76.12,0.0,2025-12-08T02:06:27.416952
